"ID","PEN","LACT","Event","DIM","Date","Remark","R","T","B","Protocols","Technician",
      8523 ,     3 ,   4 ,LAB        ,   0 ,09/09/23,REPLI           ,  ,   ,  ,                ,,
      8523 ,     3 ,   4 ,LAB        ,   0 ,09/09/23,EASE            ,  ,   ,  ,                ,,
      8523 ,    11 ,   4 ,FRESH      ,   0 ,09/09/23,TWINS           ,  ,   ,  ,                ,,
      8523 ,     3 ,   4 ,LAB        ,  17 ,09/26/23,PASTE           ,  ,   ,  ,                ,,
      8523 ,     3 ,   4 ,MOVE       ,  33 ,10/12/23,F003T001        ,  ,   ,  ,                ,,
      8523 ,     3 ,   4 ,MOVE       ,  49 ,10/28/23,F003T004        ,  ,   ,  ,                ,,
      8523 ,     4 ,   4 ,PREG       ,  58 ,11/06/23,11AN1504        ,P ,15 ,L ,                ,James,
      8524 ,     1 ,   3 ,DRY        , 291 ,08/24/23,                ,  ,   ,  ,                ,,
      8524 ,    10 ,   3 ,CUDMV      , 325 ,09/27/23,                ,  ,   ,  ,                ,,
      8524 ,    11 ,   4 ,FRESH      ,   0 ,10/20/23,                ,  ,   ,  ,                ,,
      8524 ,     7 ,   4 ,LAB        ,  12 ,11/01/23,PASTE           ,  ,   ,  ,                ,,
      8524 ,     7 ,   4 ,MOVE       ,  22 ,11/11/23,F007T005        ,  ,   ,  ,                ,,
      8524 ,     5 ,   4 ,LAB        ,  27 ,11/16/23,A R             ,  ,   ,  ,                ,,
      8524 ,     5 ,   4 ,LAB        ,  28 ,11/17/23,ER              ,  ,   ,  ,                ,,
      8524 ,     5 ,   4 ,LAB        ,  45 ,12/04/23,MASTALER        ,  ,   ,  ,                ,,
      8524 ,     5 ,   4 ,LAB        ,  70 ,12/29/23,MASTALER        ,  ,   ,  ,                ,,
      8524 ,     5 ,   4 ,LAB        ,  73 ,01/01/24,ER              ,  ,   ,  ,                ,,
      8524 ,     5 ,   4 ,OPEN       ,  81 ,01/09/24,252NR12241      ,O ,15 ,L ,                ,James,
      8524 ,     5 ,   4 ,OPEN       , 102 ,01/30/24,252NR12241      ,O ,15 ,A ,                ,James,
      8524 ,     3 ,   4 ,MOVE       , 112 ,02/09/24,F003T002        ,  ,   ,  ,                ,,
      8524 ,     3 ,   4 ,MOVE       , 122 ,02/19/24,F003T004        ,  ,   ,  ,                ,,
      8524 ,     4 ,   4 ,BRED       , 123 ,02/20/24,252NR12241      ,- ,15 ,A ,                ,James,
      8536 ,    50 ,   3 ,MOVE       , 163 ,07/28/23,F050T004        ,  ,   ,  ,                ,,
      8536 ,     5 ,   3 ,MOVE       , 163 ,07/28/23,F005T050        ,  ,   ,  ,                ,,
      8536 ,     4 ,   3 ,DRY        , 310 ,12/22/23,                ,  ,   ,  ,                ,,
      8536 ,    10 ,   3 ,CUDMV      , 336 ,01/17/24,                ,  ,   ,  ,                ,,
      8536 ,    11 ,   4 ,FRESH      ,   0 ,02/13/24,                ,  ,   ,  ,                ,,
      8542 ,     1 ,   3 ,MOVE       , 229 ,08/25/23,F001T005        ,  ,   ,  ,                ,,
      8542 ,     1 ,   3 ,DRY        , 292 ,10/27/23,                ,  ,   ,  ,                ,,
      8542 ,    10 ,   4 ,FRESH      ,   0 ,11/12/23,                ,  ,   ,  ,                ,,
      8542 ,     3 ,   4 ,MAST       ,   1 ,11/13/23,ALL             ,  ,   ,  ,                ,,
      8542 ,     7 ,   4 ,RETAINP    ,   3 ,11/15/23,                ,  ,   ,  ,                ,,
      8542 ,     7 ,   4 ,LAB        ,   3 ,11/15/23,REP A           ,  ,   ,  ,                ,,
      8542 ,     7 ,   4 ,LAB        ,   4 ,11/16/23,R               ,  ,   ,  ,                ,,
      8542 ,     7 ,   4 ,LAB        ,   5 ,11/17/23,R A             ,  ,   ,  ,                ,,
      8542 ,     7 ,   4 ,METR       ,   8 ,11/20/23,                ,  ,   ,  ,                ,,
      8542 ,     7 ,   4 ,MOVE       ,   9 ,11/21/23,F007T003        ,  ,   ,  ,                ,,
      8542 ,     3 ,   4 ,LAB        ,  29 ,12/11/23,MASTALER        ,  ,   ,  ,                ,,
      8542 ,     3 ,   4 ,LAB        ,  30 ,12/12/23,ER              ,  ,   ,  ,                ,,
      8542 ,     3 ,   4 ,MOVE       ,  48 ,12/30/23,F003T001        ,  ,   ,  ,                ,,
      8542 ,     1 ,   4 ,OPEN       ,  57 ,01/08/24,252NR12241      ,O ,15 ,A ,                ,James,
      8542 ,     1 ,   4 ,BRED       ,  98 ,02/18/24,252NR12241      ,- ,15 ,E ,                ,James,
      8546 ,     2 ,   3 ,MOVE       , 242 ,11/02/23,F002T001        ,  ,   ,  ,                ,,
      8546 ,     1 ,   4 ,FRESH      ,   0 ,12/29/23,                ,  ,   ,  ,                ,,
      8546 ,     3 ,   4 ,LAB        ,   8 ,01/06/24,RR              ,  ,   ,  ,                ,,
      8546 ,     3 ,   4 ,LAB        ,  12 ,01/10/24,ER              ,  ,   ,  ,                ,,
      8546 ,     1 ,   4 ,BRED       ,  52 ,02/19/24,252NR12241      ,- ,15 ,B ,                ,James,
      8548 ,     2 ,   3 ,LAME       , 200 ,08/21/23,LF W            ,  ,   ,  ,                ,,
      8548 ,     4 ,   3 ,DRY        , 224 ,09/14/23,                ,  ,   ,  ,                ,,
      8548 ,    10 ,   3 ,CUDMV      , 307 ,12/06/23,                ,  ,   ,  ,                ,,
      8548 ,    11 ,   4 ,FRESH      ,   0 ,12/28/23,                ,  ,   ,  ,                ,,
      8548 ,     3 ,   4 ,MOVE       ,  43 ,02/09/24,F003T002        ,  ,   ,  ,                ,,
      8557 ,    11 ,   3 ,FRESH      ,   0 ,07/21/23,                ,  ,   ,  ,                ,,
      8557 ,     3 ,   3 ,RETAINP    ,   3 ,07/24/23,                ,  ,   ,  ,                ,,
      8557 ,     3 ,   3 ,METR       ,   3 ,07/24/23,                ,  ,   ,  ,                ,,
      8557 ,     3 ,   3 ,LAB        ,   8 ,07/29/23,ERE             ,  ,   ,  ,                ,,
      8557 ,     3 ,   3 ,MOVE       ,  37 ,08/27/23,F003T001        ,  ,   ,  ,                ,,
      8557 ,     1 ,   3 ,SOLD       , 199 ,02/05/24,OFF FEED        ,  ,   ,  ,                ,,
      8563 ,     4 ,   3 ,DRY        , 350 ,12/08/23,                ,  ,   ,  ,                ,,
      8563 ,    10 ,   3 ,CUDMV      , 376 ,01/03/24,                ,  ,   ,  ,                ,,
      8563 ,    11 ,   4 ,FRESH      ,   0 ,02/05/24,                ,  ,   ,  ,                ,,
      8563 ,     3 ,   4 ,LAB        ,   2 ,02/07/24,RA              ,  ,   ,  ,                ,,
      8565 ,     4 ,   3 ,OPEN       , 161 ,08/06/23,11AN2277        ,O ,15 ,A ,                ,James,
      8565 ,     4 ,   3 ,OPEN       , 182 ,08/27/23,11AN2277        ,O ,15 ,C ,                ,James,
      8565 ,     4 ,   3 ,OPEN       , 203 ,09/17/23,11AN1504        ,O ,15 ,A ,                ,James,
      8565 ,     4 ,   3 ,LAB        , 204 ,09/18/23,ERE             ,  ,   ,  ,                ,,
      8565 ,     4 ,   3 ,OPEN       , 225 ,10/09/23,11AN1504        ,O ,15 ,C ,                ,James,
      8565 ,     4 ,   3 ,PREG       , 246 ,10/30/23,11AN1504        ,P ,15 ,A ,                ,James,
      8565 ,     4 ,   3 ,MOVE       , 248 ,11/01/23,F004T002        ,  ,   ,  ,                ,,
      8569 ,     4 ,   3 ,LAME       , 304 ,07/04/23,RR T            ,  ,   ,  ,                ,,
      8569 ,    10 ,   3 ,CUDMV      , 363 ,09/01/23,                ,  ,   ,  ,                ,,
      8569 ,    11 ,   3 ,DRY        , 364 ,09/02/23,                ,  ,   ,  ,                ,,
      8569 ,    11 ,   4 ,FRESH      ,   0 ,10/05/23,                ,  ,   ,  ,                ,,
      8569 ,     3 ,   4 ,MAST       ,   1 ,10/06/23,RRBLOOD         ,  ,   ,  ,                ,,
      8569 ,     3 ,   4 ,MOVE       ,  40 ,11/14/23,F003T004        ,  ,   ,  ,                ,,
      8569 ,     4 ,   4 ,OPEN       ,  75 ,12/19/23,252NR12241      ,O ,15 ,E ,                ,James,
      8569 ,     4 ,   4 ,OPEN       ,  95 ,01/08/24,252NR12241      ,O ,15 ,E ,                ,James,
      8569 ,     4 ,   4 ,OPEN       , 118 ,01/31/24,252NR12241      ,O ,15 ,A ,                ,James,
      8569 ,     4 ,   4 ,BRED       , 136 ,02/18/24,252NR12241      ,- ,15 ,B ,                ,James,
      8573 ,     4 ,   3 ,OPEN       , 238 ,07/12/23,11AN2277        ,O ,15 ,A ,                ,James,
      8573 ,     4 ,   3 ,OPEN       , 255 ,07/29/23,11AN2277        ,O ,15 ,A ,                ,James,
      8573 ,     4 ,   3 ,OPEN       , 265 ,08/08/23,11AN2277        ,O ,15 ,A ,                ,James,
      8573 ,     4 ,   3 ,LAME       , 327 ,10/09/23,LR W            ,  ,   ,  ,                ,,
      8573 ,     4 ,   3 ,LAME       , 439 ,01/29/24,LR W            ,  ,   ,  ,                ,,
      8573 ,     4 ,   3 ,LAME       , 447 ,02/06/24,RF T            ,  ,   ,  ,                ,,
      8573 ,     4 ,   3 ,DNB        , 468 ,02/27/24,DNB             ,  ,   ,  ,                ,,
      8577 ,    11 ,   4 ,FRESH      ,   0 ,07/28/23,                ,  ,   ,  ,                ,,
      8577 ,     1 ,   4 ,MAST       ,  49 ,09/15/23,LF              ,  ,   ,  ,                ,,
      8577 ,     7 ,   4 ,OPEN       ,  54 ,09/20/23,11AN1504        ,O ,15 ,A ,                ,James,
      8577 ,     7 ,   4 ,MOVE       ,  59 ,09/25/23,F007T005        ,  ,   ,  ,                ,,
      8577 ,     5 ,   4 ,OPEN       ,  99 ,11/04/23,29NR12195       ,O ,15 ,A ,                ,James,
      8577 ,     5 ,   4 ,LAB        , 161 ,01/05/24,ER              ,  ,   ,  ,                ,,
      8577 ,     5 ,   4 ,OPEN       , 168 ,01/12/24,252NR12241      ,O ,15 ,L ,                ,James,
      8577 ,     5 ,   4 ,MOVE       , 180 ,01/24/24,F005T004        ,  ,   ,  ,                ,,
      8577 ,     4 ,   4 ,OPEN       , 191 ,02/04/24,252NR12241      ,O ,15 ,A ,                ,James,
      8577 ,     4 ,   4 ,BRED       , 213 ,02/26/24,252NR12241      ,- ,15 ,E ,                ,James,
      8579 ,    11 ,   4 ,FRESH      ,   0 ,08/15/23,                ,  ,   ,  ,                ,,
      8579 ,     3 ,   4 ,LAB        ,   3 ,08/18/23,ERE             ,  ,   ,  ,                ,,
      8579 ,     3 ,   4 ,MOVE       ,  38 ,09/22/23,F003T001        ,  ,   ,  ,                ,,
      8579 ,     1 ,   4 ,OPEN       ,  62 ,10/16/23,528J4887        ,O ,15 ,A ,                ,James,
      8579 ,     1 ,   4 ,PREG       , 113 ,12/06/23,29NR12241       ,P ,15 ,A ,                ,James,
      8582 ,     4 ,   3 ,OPEN       , 112 ,07/15/23,11AN2277        ,O ,15 ,A ,                ,James,
      8582 ,     4 ,   3 ,OPEN       , 120 ,07/23/23,11AN2277        ,O ,15 ,C ,                ,James,
      8582 ,     4 ,   3 ,OPEN       , 124 ,07/27/23,11AN2277        ,O ,15 ,C ,                ,James,
      8582 ,     4 ,   3 ,OPEN       , 133 ,08/05/23,11AN2277        ,O ,15 ,A ,                ,James,
      8582 ,     4 ,   3 ,OPEN       , 147 ,08/19/23,11AN2277        ,O ,15 ,A ,                ,James,
      8582 ,     4 ,   3 ,OPEN       , 174 ,09/15/23,11AN1504        ,O ,15 ,A ,                ,James,
      8582 ,     4 ,   3 ,OPEN       , 195 ,10/06/23,11AN1504        ,O ,15 ,A ,                ,James,
      8582 ,     4 ,   3 ,OPEN       , 212 ,10/23/23,11AN1504        ,O ,15 ,A ,                ,James,
      8582 ,     4 ,   3 ,MOVE       , 221 ,11/01/23,F004T002        ,  ,   ,  ,                ,,
      8582 ,     2 ,   3 ,OPEN       , 225 ,11/05/23,BULL            ,O , 0 ,S ,                ,Tech# 0,
      8582 ,     2 ,   3 ,OPEN       , 248 ,11/28/23,29NR12241       ,O ,15 ,A ,                ,James,
      8582 ,     2 ,   3 ,OPEN       , 268 ,12/18/23,29NR12241       ,O ,15 ,L ,                ,James,
      8582 ,     2 ,   3 ,DNB        , 314 ,02/02/24,                ,  ,   ,  ,                ,,
      8583 ,     1 ,   3 ,DRY        , 280 ,08/03/23,                ,  ,   ,  ,                ,,
      8583 ,    10 ,   3 ,CUDMV      , 321 ,09/13/23,                ,  ,   ,  ,                ,,
      8583 ,    11 ,   4 ,FRESH      ,   0 ,10/05/23,                ,  ,   ,  ,                ,,
      8583 ,     3 ,   4 ,LAB        ,   7 ,10/12/23,PASTE E         ,  ,   ,  ,                ,,
      8583 ,     3 ,   4 ,MOVE       ,  40 ,11/14/23,F003T004        ,  ,   ,  ,                ,,
      8583 ,     4 ,   4 ,LAB        ,  48 ,11/22/23,ER              ,  ,   ,  ,                ,,
      8583 ,     7 ,   4 ,MOVE       ,  79 ,12/23/23,F007T005        ,  ,   ,  ,                ,,
      8583 ,     5 ,   4 ,OPEN       ,  80 ,12/24/23,252NR12241      ,O ,15 ,A ,                ,James,
      8583 ,     5 ,   4 ,OPEN       , 102 ,01/15/24,252NR12241      ,O ,15 ,E ,                ,James,
      8583 ,     5 ,   4 ,BRED       , 125 ,02/07/24,252NR12241      ,- , 4 ,A ,                ,Relief,
      8585 ,     1 ,   3 ,DRY        , 281 ,09/07/23,                ,  ,   ,  ,                ,,
      8585 ,    10 ,   3 ,CUDMV      , 316 ,10/12/23,                ,  ,   ,  ,                ,,
      8585 ,    11 ,   4 ,FRESH      ,   0 ,10/27/23,                ,  ,   ,  ,                ,,
      8585 ,     3 ,   4 ,LAB        ,  27 ,11/23/23,ER              ,  ,   ,  ,                ,,
      8585 ,     3 ,   4 ,LAB        ,  28 ,11/24/23,MASTALER        ,  ,   ,  ,                ,,
      8585 ,     3 ,   4 ,MOVE       ,  49 ,12/15/23,F003T004        ,  ,   ,  ,                ,,
      8585 ,     4 ,   4 ,OPEN       ,  60 ,12/26/23,252NR12241      ,O ,15 ,A ,                ,James,
      8585 ,     4 ,   4 ,OPEN       ,  83 ,01/18/24,252NR12241      ,O ,15 ,A ,                ,James,
      8585 ,     4 ,   4 ,OPEN       , 104 ,02/08/24,252NR12241      ,O , 4 ,A ,                ,Relief,
      8585 ,     4 ,   4 ,BRED       , 126 ,03/01/24,252NR12241      ,- ,15 ,A ,                ,James,
      8588 ,     4 ,   3 ,LAB        , 278 ,08/19/23,ERE             ,  ,   ,  ,                ,,
      8588 ,     4 ,   3 ,MAST       , 281 ,08/22/23,                ,  ,   ,  ,                ,,
      8588 ,     7 ,   3 ,LAB        , 282 ,08/23/23,ERE             ,  ,   ,  ,                ,,
      8588 ,     7 ,   3 ,MOVE       , 284 ,08/25/23,F007T005        ,  ,   ,  ,                ,,
      8588 ,     5 ,   3 ,DRY        , 297 ,09/07/23,                ,  ,   ,  ,                ,,
      8588 ,    10 ,   3 ,CUDMV      , 326 ,10/06/23,                ,  ,   ,  ,                ,,
      8588 ,    11 ,   4 ,FRESH      ,   0 ,10/27/23,                ,  ,   ,  ,                ,,
      8588 ,     3 ,   4 ,LAB        ,   1 ,10/28/23,RUMA            ,  ,   ,  ,                ,,
      8588 ,     3 ,   4 ,LAB        ,   1 ,10/28/23,PASTE           ,  ,   ,  ,                ,,
      8588 ,     3 ,   4 ,LAB        ,  35 ,12/01/23,ER              ,  ,   ,  ,                ,,
      8588 ,     3 ,   4 ,LAB        ,  35 ,12/01/23,MASTALER        ,  ,   ,  ,                ,,
      8588 ,     3 ,   4 ,MAST       ,  47 ,12/13/23,ALL             ,  ,   ,  ,                ,,
      8588 ,     7 ,   4 ,LAB        ,  49 ,12/15/23,ER              ,  ,   ,  ,                ,,
      8588 ,     7 ,   4 ,LAB        ,  57 ,12/23/23,MASTALER        ,  ,   ,  ,                ,,
      8588 ,     7 ,   4 ,BRED       ,  60 ,12/26/23,252NR12241      ,- ,15 ,A ,                ,James,
      8588 ,     7 ,   4 ,MOVE       ,  74 ,01/09/24,F007T015        ,  ,   ,  ,                ,,
      8588 ,    15 ,   4 ,SOLD       ,  74 ,01/09/24,MASTITS         ,  ,   ,  ,                ,,
      8589 ,     4 ,   3 ,DRY        , 281 ,08/31/23,                ,  ,   ,  ,                ,,
      8589 ,    10 ,   3 ,CUDMV      , 308 ,09/27/23,                ,  ,   ,  ,                ,,
      8589 ,    11 ,   4 ,FRESH      ,   0 ,10/26/23,                ,  ,   ,  ,                ,,
      8589 ,     3 ,   4 ,MOVE       ,  44 ,12/09/23,F003T001        ,  ,   ,  ,                ,,
      8590 ,     4 ,   3 ,DRY        , 275 ,08/24/23,                ,  ,   ,  ,                ,,
      8590 ,    10 ,   3 ,CUDMV      , 309 ,09/27/23,                ,  ,   ,  ,                ,,
      8590 ,    11 ,   4 ,FRESH      ,   0 ,10/20/23,                ,  ,   ,  ,                ,,
      8590 ,     3 ,   4 ,LAB        ,   8 ,10/28/23,ERE             ,  ,   ,  ,                ,,
      8590 ,     3 ,   4 ,LAB        ,  12 ,11/01/23,R               ,  ,   ,  ,                ,,
      8590 ,     3 ,   4 ,LAB        ,  15 ,11/04/23,R A             ,  ,   ,  ,                ,,
      8590 ,     3 ,   4 ,MOVE       ,  41 ,11/30/23,F003T004        ,  ,   ,  ,                ,,
      8590 ,     4 ,   4 ,OPEN       , 114 ,02/11/24,252NR12241      ,O ,15 ,A ,                ,James,
      8590 ,     4 ,   4 ,BRED       , 131 ,02/28/24,252NR12241      ,- ,15 ,B ,                ,James,
      8596 ,     4 ,   3 ,DRY        , 324 ,10/12/23,                ,  ,   ,  ,                ,,
      8596 ,    10 ,   3 ,CUDMV      , 351 ,11/08/23,                ,  ,   ,  ,                ,,
      8596 ,    11 ,   4 ,FRESH      ,   0 ,12/19/23,                ,  ,   ,  ,                ,,
      8596 ,     3 ,   4 ,LAB        ,   2 ,12/21/23,AR              ,  ,   ,  ,                ,,
      8596 ,     3 ,   4 ,LAB        ,   9 ,12/28/23,A               ,  ,   ,  ,                ,,
      8596 ,     3 ,   4 ,MOVE       ,  48 ,02/05/24,F003T002        ,  ,   ,  ,                ,,
      8596 ,     2 ,   4 ,BRED       ,  53 ,02/10/24,252NR12241      ,- ,15 ,E ,                ,James,
      8598 ,     1 ,   3 ,DRY        , 373 ,11/09/23,                ,  ,   ,  ,                ,,
      8598 ,    10 ,   3 ,CUDMV      , 408 ,12/14/23,                ,  ,   ,  ,                ,,
      8598 ,    11 ,   4 ,FRESH      ,   0 ,01/19/24,                ,  ,   ,  ,                ,,
      8598 ,     3 ,   4 ,LAB        ,   0 ,01/19/24,REPLI           ,  ,   ,  ,                ,,
      8606 ,     5 ,   3 ,MOVE       , 225 ,07/28/23,F005T050        ,  ,   ,  ,                ,,
      8606 ,    50 ,   3 ,MOVE       , 225 ,07/28/23,F050T004        ,  ,   ,  ,                ,,
      8606 ,     4 ,   3 ,LAB        , 247 ,08/19/23,ERE             ,  ,   ,  ,                ,,
      8606 ,     4 ,   3 ,DRY        , 274 ,09/15/23,                ,  ,   ,  ,                ,,
      8606 ,    10 ,   3 ,CUDMV      , 301 ,10/12/23,                ,  ,   ,  ,                ,,
      8606 ,    11 ,   4 ,FRESH      ,   0 ,11/16/23,                ,  ,   ,  ,                ,,
      8606 ,     3 ,   4 ,LAB        ,  26 ,12/12/23,AUREUS          ,  ,   ,  ,                ,,
      8606 ,     3 ,   4 ,MOVE       ,  53 ,01/08/24,F003T002        ,  ,   ,  ,                ,,
      8606 ,     2 ,   4 ,LAB        ,  55 ,01/10/24,ER              ,  ,   ,  ,                ,,
      8606 ,     1 ,   4 ,BRED       ,  86 ,02/10/24,252NR12241      ,- ,15 ,E ,                ,James,
      8618 ,     2 ,   3 ,OPEN       , 197 ,07/17/23,11AN2277        ,O ,15 ,C ,                ,James,
      8618 ,     2 ,   3 ,OPEN       , 231 ,08/20/23,11AN2277        ,O ,15 ,A ,                ,James,
      8618 ,     2 ,   3 ,OPEN       , 252 ,09/10/23,11AN1504        ,O , 4 ,A ,                ,Relief,
      8618 ,     2 ,   3 ,OPEN       , 272 ,09/30/23,11AN1504        ,O ,15 ,C ,                ,James,
      8618 ,     2 ,   3 ,OPEN       , 314 ,11/11/23,BULL            ,O , 0 ,S ,                ,Tech# 0,
      8618 ,     2 ,   3 ,DNB        , 397 ,02/02/24,                ,  ,   ,  ,                ,,
      8621 ,     4 ,   3 ,OPEN       ,  99 ,07/01/23,11AN1497        ,O ,15 ,A ,                ,James,
      8621 ,     4 ,   3 ,OPEN       , 121 ,07/23/23,11AN2277        ,O ,15 ,A ,                ,James,
      8621 ,     4 ,   3 ,OPEN       , 193 ,10/03/23,11AN1504        ,O ,15 ,A ,                ,James,
      8621 ,     4 ,   3 ,OPEN       , 217 ,10/27/23,11AN1504        ,O ,15 ,L ,                ,James,
      8621 ,     4 ,   3 ,OPEN       , 241 ,11/20/23,252NR12195      ,O ,15 ,E ,                ,James,
      8621 ,     4 ,   3 ,DNB        , 315 ,02/02/24,                ,  ,   ,  ,                ,,
      8623 ,     4 ,   3 ,DRY        , 276 ,08/24/23,                ,  ,   ,  ,                ,,
      8623 ,    10 ,   3 ,CUDMV      , 303 ,09/20/23,                ,  ,   ,  ,                ,,
      8623 ,    11 ,   4 ,FRESH      ,   0 ,10/27/23,                ,  ,   ,  ,                ,,
      8623 ,     3 ,   4 ,MOVE       ,  49 ,12/15/23,F003T004        ,  ,   ,  ,                ,,
      8623 ,     4 ,   4 ,OPEN       ,  53 ,12/19/23,252NR12241      ,O ,15 ,E ,                ,James,
      8623 ,     3 ,   4 ,OPEN       ,  87 ,01/22/24,252NR12241      ,O ,15 ,C ,                ,James,
      8623 ,     4 ,   4 ,BRED       , 110 ,02/14/24,252NR12241      ,- ,15 ,E ,                ,James,
      9059 ,     7 ,   3 ,MOVE       , 159 ,07/03/23,F007T005        ,  ,   ,  ,                ,,
      9059 ,    50 ,   3 ,MOVE       , 184 ,07/28/23,F050T004        ,  ,   ,  ,                ,,
      9059 ,     5 ,   3 ,MOVE       , 184 ,07/28/23,F005T050        ,  ,   ,  ,                ,,
      9059 ,     4 ,   3 ,DRY        , 295 ,11/16/23,                ,  ,   ,  ,                ,,
      9059 ,    10 ,   3 ,CUDMV      , 336 ,12/27/23,                ,  ,   ,  ,                ,,
      9059 ,     3 ,   4 ,LAB        ,   0 ,01/26/24,CAL             ,  ,   ,  ,                ,,
      9059 ,    11 ,   4 ,FRESH      ,   0 ,01/26/24,                ,  ,   ,  ,                ,,
      9059 ,     3 ,   4 ,LAB        ,   1 ,01/27/24,RA              ,  ,   ,  ,                ,,
      9059 ,     3 ,   4 ,LAB        ,  27 ,02/22/24,AA              ,  ,   ,  ,                ,,
      9061 ,     3 ,   3 ,MOVE       ,  49 ,07/15/23,F003T001        ,  ,   ,  ,                ,,
      9061 ,     1 ,   3 ,PREG       ,  69 ,08/04/23,29NR12222       ,P ,15 ,A ,                ,James,
      9080 ,     3 ,   3 ,MOVE       ,  48 ,08/08/23,F003T001        ,  ,   ,  ,                ,,
      9080 ,     1 ,   3 ,OPEN       ,  62 ,08/22/23,29NR12195       ,O ,15 ,A ,                ,James,
      9080 ,     1 ,   3 ,PREG       , 114 ,10/13/23,528J4887        ,P ,15 ,C ,                ,James,
      9091 ,     2 ,   3 ,MOVE       , 185 ,11/02/23,F002T001        ,  ,   ,  ,                ,,
      9091 ,     2 ,   3 ,LAME       , 252 ,01/08/24,LR              ,  ,   ,  ,                ,,
      9091 ,     2 ,   3 ,LAB        , 263 ,01/19/24,MASTALER        ,  ,   ,  ,                ,,
      9091 ,     2 ,   3 ,DRY        , 269 ,01/25/24,                ,  ,   ,  ,                ,,
      9091 ,    10 ,   3 ,CUDMV      , 296 ,02/21/24,                ,  ,   ,  ,                ,,
      9101 ,     4 ,   3 ,PREG       ,  96 ,07/27/23,29NR12222       ,P ,15 ,C ,                ,James,
      9101 ,     4 ,   3 ,MAST       , 145 ,09/14/23,RR RF           ,  ,   ,  ,                ,,
      9101 ,     7 ,   3 ,LAB        , 146 ,09/15/23,ERE             ,  ,   ,  ,                ,,
      9101 ,     7 ,   3 ,MOVE       , 156 ,09/25/23,F007T005        ,  ,   ,  ,                ,,
      9101 ,     5 ,   3 ,LAB        , 205 ,11/13/23,ER              ,  ,   ,  ,                ,,
      9104 ,     1 ,   3 ,LAB        , 329 ,01/10/24,MASTALER        ,  ,   ,  ,                ,,
      9104 ,     1 ,   3 ,DRY        , 330 ,01/11/24,                ,  ,   ,  ,                ,,
      9104 ,     1 ,   3 ,LAB        , 330 ,01/11/24,ER              ,  ,   ,  ,                ,,
      9104 ,    10 ,   3 ,CUDMV      , 365 ,02/15/24,                ,  ,   ,  ,                ,,
      9104 ,    11 ,   4 ,FRESH      ,   0 ,03/01/24,                ,  ,   ,  ,                ,,
      9110 ,     3 ,   3 ,MOVE       ,  50 ,07/15/23,F003T001        ,  ,   ,  ,                ,,
      9110 ,     1 ,   3 ,PREG       ,  57 ,07/22/23,29NR12222       ,P ,15 ,C ,                ,James,
      9110 ,     1 ,   3 ,LAME       , 242 ,01/23/24,RR              ,  ,   ,  ,                ,,
      9110 ,     1 ,   3 ,DRY        , 279 ,02/29/24,                ,  ,   ,  ,                ,,
      9119 ,    11 ,   3 ,FRESH      ,   0 ,07/21/23,                ,  ,   ,  ,                ,,
      9119 ,     3 ,   3 ,LAB        ,   2 ,07/23/23,E PASTE         ,  ,   ,  ,                ,,
      9119 ,     3 ,   3 ,LAB        ,  37 ,08/27/23,PASTE           ,  ,   ,  ,                ,,
      9119 ,     3 ,   3 ,MOVE       ,  41 ,08/31/23,F003T002        ,  ,   ,  ,                ,,
      9119 ,     2 ,   3 ,OPEN       ,  61 ,09/20/23,528J5008        ,O ,15 ,A ,                ,James,
      9119 ,     2 ,   3 ,MOVE       , 103 ,11/01/23,F002T004        ,  ,   ,  ,                ,,
      9119 ,     4 ,   3 ,OPEN       , 106 ,11/04/23,29NR12195       ,O ,15 ,A ,                ,James,
      9119 ,     4 ,   3 ,OPEN       , 128 ,11/26/23,29NR12195       ,O ,15 ,E ,                ,James,
      9119 ,     4 ,   3 ,BRED       , 150 ,12/18/23,252NR12241      ,R ,15 ,E ,                ,James,
      9119 ,     4 ,   3 ,OPEN       , 151 ,12/19/23,252NR12241      ,O ,15 ,L ,                ,James,
      9119 ,     4 ,   3 ,OPEN       , 173 ,01/10/24,252NR12241      ,O ,15 ,A ,                ,James,
      9119 ,     4 ,   3 ,LAB        , 192 ,01/29/24,ER              ,  ,   ,  ,                ,,
      9119 ,     4 ,   3 ,OPEN       , 196 ,02/02/24,252NR12241      ,O ,15 ,A ,                ,James,
      9119 ,     4 ,   3 ,BRED       , 216 ,02/22/24,29NR12195       ,- ,15 ,C ,                ,James,
      9122 ,    11 ,   3 ,FRESH      ,   0 ,07/18/23,                ,  ,   ,  ,                ,,
      9122 ,     3 ,   3 ,LAB        ,   1 ,07/19/23,EASE            ,  ,   ,  ,                ,,
      9122 ,     3 ,   3 ,LAB        ,   1 ,07/19/23,PASTE           ,  ,   ,  ,                ,,
      9122 ,     3 ,   3 ,LAB        ,   2 ,07/20/23,EASE            ,  ,   ,  ,                ,,
      9122 ,     3 ,   3 ,LAB        ,   2 ,07/20/23,PASTE           ,  ,   ,  ,                ,,
      9122 ,     3 ,   3 ,MOVE       ,  40 ,08/27/23,F003T001        ,  ,   ,  ,                ,,
      9122 ,     1 ,   3 ,OPEN       ,  86 ,10/12/23,528J4887        ,O ,15 ,A ,                ,James,
      9122 ,     1 ,   3 ,PREG       , 108 ,11/03/23,29NR12195       ,P ,15 ,A ,                ,James,
